ID,Feature,Type,English Text,Indonesian Text,File Path,Notes / Context,Status,Revised English,Revised Indonesian,PIC
868,RevenueCat,Label,Inactive,Tidak Aktif,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
869,RevenueCat,Label,RevenueCat customer,Pelanggan RevenueCat,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
870,RevenueCat,Label,Anonymous customer,Pelanggan anonim,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
871,RevenueCat,Label,No customer info loaded yet,Info pelanggan belum dimuat,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
872,RevenueCat,Label,Current offering,Penawaran saat ini,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
873,RevenueCat,Label,No offering returned,Tidak ada penawaran dikembalikan,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
874,RevenueCat,Option,Lifetime,Selamanya,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
875,RevenueCat,Option,Yearly,Tahunan,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
876,RevenueCat,Option,Monthly,Bulanan,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
877,RevenueCat,Detail,Permanent unlock,Buka kunci permanen,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
878,RevenueCat,Detail,Best long-term value,Nilai jangka panjang terbaik,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
879,RevenueCat,Detail,Most flexible option,Opsi paling fleksibel,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
880,RevenueCat,Message,"RevenueCat manages the paywall, offerings, purchases, restores, and the entitlement check for this account.","RevenueCat mengelola paywall, penawaran, pembelian, pemulihan, dan pemeriksaan hak akses untuk akun ini.",src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
881,RevenueCat,Message,No renewal date. This usually means lifetime access.,Tidak ada tanggal perpanjangan. Ini biasanya berarti akses seumur hidup.,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
882,RevenueCat,Message,Renews or expires on {date}.,Diperpanjang atau berakhir pada {tanggal}.,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
883,RevenueCat,Message,Renewal date available in RevenueCat customer info.,Tanggal perpanjangan tersedia di info pelanggan RevenueCat.,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
884,RevenueCat,Message,Not configured in the current offering,Tidak dikonfigurasi di penawaran saat ini,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
885,RevenueCat,Message,Add the {package} package to the current RevenueCat offering.,Tambahkan paket {paket} ke penawaran RevenueCat saat ini.,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
886,RevenueCat,Button,Manage Subscription,Kelola Langganan,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
887,RevenueCat,Button,Show Paywall,Tampilkan Paywall,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
888,RevenueCat,Button,Open Paywall Directly,Buka Paywall Langsung,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
889,RevenueCat,Button,Working...,Bekerja...,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,sedang memproses,
890,RevenueCat,Button,Refresh Subscription State,Segarkan Status Langganan,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,muat ulang status langganan,
891,RevenueCat,Button,Refreshing...,Menyegarkan...,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,memuat ulang,
892,RevenueCat,Button,Restore Purchases,Pulihkan Pembelian,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
893,RevenueCat,Button,Restoring...,Memulihkan...,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
894,RevenueCat,Button,Buy Lifetime,Beli Selamanya,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
895,RevenueCat,Button,Buy Yearly,Beli Tahunan,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
896,RevenueCat,Button,Buy Monthly,Beli Bulanan,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
897,RevenueCat,Button,Processing...,Memproses...,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
898,RevenueCat,Detail,Open RevenueCat Customer Center,Buka Pusat Pelanggan RevenueCat,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
899,RevenueCat,Detail,Present the current RevenueCat paywall,Sajikan paywall RevenueCat saat ini,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
900,RevenueCat,Detail,Force-refresh customer info and offerings,Paksa segarkan info pelanggan dan penawaran,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
901,RevenueCat,Detail,Restore previous purchases for this customer,Pulihkan pembelian sebelumnya untuk pelanggan ini,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
902,RevenueCat,Detail,Present the paywall without entitlement gating,Sajikan paywall tanpa gerbang hak akses,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
903,RevenueCat,Message,ConnectX Pro is now active on this account.,ConnectX Pro sekarang aktif di akun ini.,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
904,RevenueCat,Message,Your previous purchase was restored successfully.,Pembelian sebelumnya kamu dipulihkan berhasil.,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
905,RevenueCat,Message,"You already have ConnectX Pro, so the paywall was skipped.","Kamu sudah punya ConnectX Pro, jadi paywall dilewati.",src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
906,RevenueCat,Message,The purchase could not be completed.,Pembelian tidak dapat diselesaikan.,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
907,RevenueCat,Message,ConnectX Pro was restored successfully.,ConnectX Pro dipulihkan berhasil.,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
908,RevenueCat,Error,"RevenueCat purchases are available in the iOS and Android native builds. Web keeps the rest of the account UI available, but does not initialize the purchase SDK.","Pembelian RevenueCat tersedia di build native iOS dan Android. Web menyimpan UI akun lainnya, tapi tidak menginisialisasi SDK pembelian.",src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
909,RevenueCat,Label,Available packages,Paket yang tersedia,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
910,RevenueCat,Error,RevenueCat error,Error RevenueCat,src/features/revenuecat/components/connectx-pro-card.tsx,,INDO,v,v,
  Products,,,,,,,,,,
911,Products,Badge,Market,Pasar,src/features/products/components/products-screen.tsx,,INDO,v,v,
912,Products,Heading,"Curated offers, priced for quick decisions.","Penawaran kurasi, dihargai untuk keputusan cepat.",src/features/products/components/products-screen.tsx,,INDO,v,v,
913,Products,Description,"Keep the summary numbers up top, then move into compact offer cards with only the details that influence action.","Pertahankan angka ringkasan di atas, lalu beralih ke kartu penawaran ringkas dengan detail yang memengaruhi tindakan saja.",src/features/products/components/products-screen.tsx,,INDO,v,v,
914,Products,Empty,Loading market data,Memuat data pasar,src/features/products/components/products-screen.tsx,,INDO,v,v,
915,Products,Empty,Offer inventory is syncing into the local view.,Inventaris penawaran disinkronkan ke tampilan lokal.,src/features/products/components/products-screen.tsx,,INDO,v,v,
916,Products,Error,Could not load market data,Tidak dapat memuat data pasar,src/features/products/components/products-screen.tsx,,INDO,v,v,
917,Products,Button,Retry,Coba Lagi,src/features/products/components/products-screen.tsx,,INDO,v,v,
918,Products,Detail,Fetch the latest offers again,Ambil penawaran terbaru lagi,src/features/products/components/products-screen.tsx,,INDO,v,v,
919,Products,Label,Total,Total,src/features/products/components/products-screen.tsx,,NOT INDO,v,v,
920,Products,Label,Ticket,Tiket,src/features/products/components/products-screen.tsx,,INDO,v,v,
921,Products,Label,Low Stock,Stok Rendah,src/features/products/components/products-screen.tsx,,INDO,v,v,
922,Products,Detail,Tracked offers,Penawaran yang dilacak,src/features/products/components/products-screen.tsx,,INDO,v,v,
923,Products,Detail,Average price,Harga rata-rata,src/features/products/components/products-screen.tsx,,INDO,v,v,
924,Products,Detail,Need attention,Perlu perhatian,src/features/products/components/products-screen.tsx,,INDO,v,v,
  Chat,,,,,,,,,,
925,Chat,Heading,Chat,Chat,src/features/chat/components/chat-screen.tsx,,NOT INDO,v,chat,
